raw,processed,predict
"Mohon maaf, knp ovo gk bisa login lagi dan pas masukin sandi malah dibilang salah, mohon untuk pihak ovo untuk memperbaiki hal ini.",maaf ovo gak login pas masukkan sandi dibilang salah untuk pihak ovo untuk memperbaiki,-1
Parah aku pengguna baru mau daftar aja susah masa kode verifikasi kagak nongol sampe Berjam jam bagaimana kedepannya...??,parah pengguna daftar susah masa kode verifikasi nongol berjam jam kedepannya,-1
"aplikasi parah...mau login aja udah 2hari kagak bisa bisa gara"" nunggu kode verifikasi yg gag muncul...capek gw ngulang"" mulu apk sialan gw udh ngubungin customer juga makin ribet",aplikasi parah login gara menunggu kode verifikasi muncul cape mengulang terus aplikasi sialan udah ngubungin customer ribet,-1
"Sampah,login verifikasi kode udah berulang kali gamau masuk,sampe keblokir 30 menit,ada apa sih?",sampah login verifikasi kode berulang kali gak mau masuk keblokir menit,-1
"Verifikasi kode pin salah mele, ubah kode pin tetep salah mele, udah kepalang transfer pula.. ga membuat mudah malah membuat susah",verifikasi kode pin salah mele ubah kode pin tetap salah mele kepalang transfer membuat mudah membuat susah,-1
"Halo, kenapa Kode keamanan saya selalu salah? Padahal saya menuliskan sesuai dengan kode yang saya buat. Dan setelah melakukan pembuatan ulang kode kemudian terus gagal dan tidak berhasil? Dan akun OVO saya terblokir sementara, kenapa?",halo kode keamanan salah menuliskan sesuai kode melakukan pembuatan ulang kode terus gagal berhasil akun ovo terblokir,-1
"Saya tidak bisa login dari kemaren,,, padahal ada saldo nya... Saya sudah tlp CC ovo...harus nunggu ¹ menit. tapi apa, sampai sekarang akun ovo saya tidak bisa login juga.... Tolong kasih penjelasan yang pasti,gimana saya bisa login lagi ke akun ovo saya...",login kemarin saldo telepon cc ovo menunggu menit akun ovo login penjelasan login akun ovo,-1
"Ni apk knpa dah, sampah bangat, baru kemaren gw buat akun, eh barusan di buka kagak bisa katanya pake pin, lah gw aja dari download ape skrang belum ada t buat pin atau sgla macamnya, eh tau2 nya tadi pas buka malah minta pin/sandi lah gw mau ksih pin/ sandi apaan aplikasih sampah, noh dengarin ulasan orang2, malah bilang maaf maaf maaf pake robot setan, ah dah lah gw report aja apk nih, sekali sampah bakalan tetap jadi sampah, apk pantekkk",aplikasi sampah banget kemarin akun eh barusan katanya pakai pin download pin macamnya eh tahu pas meminta pin sandi pin sandi aplikasih sampah noh mendengarkan ulasan orang bilang maaf maaf maaf pakai robot setan ah repoaja aplikasi sampah tetap jadi sampah aplikasi pantek,-1
Bintang 1 aja lah dulu daftar lewat kartu Telkomsel gak keluar kode nya padahal walau pun saya d Malaysia jaringan Telkomsel normal aja d sini mengikutin jaringan kartu Maxis Malaysia padahal butuh banget mengunakan ovo buat top up ML apk imo live apk hago live semua apk yg q gunakan perlu apk ovo tapi knp GK bisa keluar soalnya ovo lama q sering limit🥺🥺🥺🥺,bintang daftar lewat kartu telkomsel keluar kode malaysia jaringan telkomsel normal mengikutin jaringan kartu maxis malaysia butuh banget mengunakan ovo top up ml aplikasi imo live aplikasi hago live aplikasi gunakan perlu aplikasi ovo gak keluar soalnya ovo limit,-1
Aplikasi payah mau login aja susah banget...kode otp nggak pernah masuk ke no yang daftarkan auto uninstal sja..,aplikasi payah login susah banget kode otp masuk no daftarkan auto uninstal,-1
"Assalammuallaikum, saya sudah lama memakai apk ovo ini tidak terjadi masalah apa"", tapi knapa sekarang saya susah mau masuk pin sering gagal padahal pin yg saya masukan itu sudah benar, Dan disaat saya udah bisa masuk mau transfer rekening sudah nggak bisa Slalu gagal Dan disuruh beberapa saat lagi, Dan seterus nya begitu, slama ini saya tidak pernah kecewa sama apk ovo, tapi dengan keada,an apk ovo yg seperti ini skarang saya merasa sangat kecewa",menjadi seseorang alammuallaikum memakai aplikasi ovo terjadi masalah knapa susah masuk pin gagal pin masukan benar disaat masuk transfer rekening gagal disuruh seterus kecewa aplikasi ovo keada an aplikasi ovo merasa kecewa,-1
"Gimana sih ovo. Sy sdh atur ulang pin dan keluar sendiri mau msk lg pin nya salah katanya, padahal br aja ganti pin dan gk mungkin lupa, dan sekarang mala di blokir payah!!!!!",ovo atur ulang pin keluar masuk pin salah katanya ganti pin gak lupa mala blokir payah,-1
"Ini kenapa mau masuk aja gagal memuat konten terus, padahal koneksi jaringan bagus kode akses benar. Udah hapus cachenya, data pengguna juga udah sampai di instal ulang aplikasi nya. Tapi masih gagal aja memproses nomer telepon nya",masuk gagal memuat konten terus koneksi jaringan bagus kode akses benar hapus cachenya data pengguna instal ulang aplikasi gagal memproses nomer telepon,-1
"Sudah beberapa kali saya hub CS ovo via call dan email terkait pendaftaran saya pada akun ovo yg terkendala untuk login dan akhirnya sampai terblokir, sampai saat ini blm juga ada kepastian untuk saya bisa atau tidak untuk mendaftarkan atau menggunakan app ovo, jawaban yg selalu saya terima dari beberapa CS selalu bilang akan ditindaklanjuti, harus ngabisin pulsa brapa duit buat terus²an hubungi cs ovo cuma buat bisa lanjutkan pendaftaran.. haduhhh parahhh",kali hubungi cs ovo via call email terkait pendaftaran akun ovo terkendala untuk login terblokir kepastian untuk untuk mendaftarkan menggunakan app ovo jawaban terima cs bilang ditindaklanjuti ngabisin pulsa duit terus an hubungi cs ovo lanjutkan pendaftaran aduh parah,-1
"akun saya keluar sendiri, pas mau masuk lagi ga bisa katanya ""kode security salah."" padahal saya sudah memasukkan kode yg benar. mau digantipun sama, pas masukkan kode ulangnya salah trs dan diminta coba lagi pdhl udh bener kodenya. ini gmn sih???",akun keluar pas masuk katanya kode security salah memasukkan kode benar digantipun pas masukkan kode ulangnya salah terus diminta coba udah benar kodenya gimana,-1
Saya baru saja mengisi saldo ovo..rencananya mau transfer ke bank lain tapi tidak bisa..pas mau masukin security code tidak bisa layar kembali lagi..padahal security kode saya benar..dan saya juga sudah ikutan reksa dana di ovo..,mengisi saldo ovo rencananya transfer bank pas masukkan security code layar kembali security kode benar ikutan reksa dana ovo,-1
"Merasah sudah tidak nyaman lagi dengan OVO.kata sandi saya/pin tidak pernah saya ganti,ketika saya login lagi ko malah tidak bisa dan tertulis ""aktifitas mencurigakan"".emang lu pikir yang login ini setan atau kontilanak sih...",merasah nyaman ovo kata sandi pin ganti login tertulis aktifitas mencurigakan pikir login setan kontilanak,-1
"Jelek banget aplikasi ini, sumpah ya aku baru top up 100.000 waktu masukin pin perasaan PINnya bener, tau tau keblokir, udah email, udah telpon juga tapi di kasih pertanyaan bertele tele, jangan download gaess sumpahh rugi banget walaupun ga besar tapi bagi siswa kaya aku uang segitu berarti banget!!",jelek banget aplikasi sumpah top up waktu masukkan pin perasaan pinnya benar tahu tahu keblokir email telpon pertanyaan bertele tele download gae sumpah rugi banget besar siswa kayak uang segitu berarti banget,-1
sangat2 kurang puas...karna apa..karna kalau pakai kartu yg sdh kenak blokir gk bisa login lagi...dan masuk pakai email juga gk bisa..tlng donk..di perbaiki apl'nya...,kurang puas pakai kartu kenak blokir gak login masuk pakai email gak tlng perbaiki apl,-1
Kecewa ..baru pertama kali pasang di tokped udah gak bisa pake login di aplikasi ovonya..mana baru top up..trus janji topup nya 1000 ternyata di ambilnya 1500....saya sih ga masalah brpapun biaya..tpi yg masalah mau beli online dengan uang yg tertera jadi kurang ....dan harus topup lagi...mending topupnya klw gak ada masalah..ini mah masalah!!!!!!!!!!! BAD LAH!!!!,kecewa pertama kali pasang tokped pakai login aplikasi ovonya top up terus janji topup ternyata ambilnya masalah brpapun biaya masalah beli onlen uang tertera jadi kurang topup lebih baik topupnya masalah mah masalah bad,-1
"Gimana sih kak,tolong dong saya mau beli paket internet,disitu ada saldo saya,udah kirim email kenapa tdk diproses,saya mau log in aja kode verifikasi nya kenapa dipersulit",kak beli paket internet disitu saldo kirim email diproses log kode verifikasi dipersulit,-1
"sekarang apa lagi.. lupa security code malah gk bisa login akun malah di blokir.. pihak ovo klo kirim kode verifikasi cepat klo dana masuk cepat.. tapi giliran pengguna ada masalah malah lepas tangan malah minta nunggu doank.. semua di serahkan ke costumer support, iya klo costumer support nya ceoat respon. ini mana udah lama respon nya giliran minta bantuan malah dapat jawaban yg sama sekali tidak membantu. berawal dari di suruh nunggu 1 jam selanjut nya di suruh nunggu 1x 24 jam apa gk gila.",lupa security code gak login akun blokir pihak ovo kirim kode verifikasi cepat dana masuk cepat giliran pengguna masalah lepas tangan meminta menunggu doang serahkan costumer suppo costumer supponya ceoat respon respon giliran meminta bantuan jawaban membantu berawal suruh menunggu jam selanjut suruh menunggu jam gak gila,-1
"Di isi saldo, malah akun tiba tiba tidak bisa di buka. Masukin pin ke amanan malah salah, di coba keluarin , mau masuk, malah Terjadi Kesalahan. Gak jelas asu",isi saldo akun tiba tiba masukkan pin amanan salah coba mengeluarkan masuk terjadi kesalahan jelas asu,-1
"Payah banget sih ini aplikasi gara2 terpaksa pindah device histori nya jadi hilang juga. Padahal sy butuh utk rekapan dagangan. Kok gt sih sistemnya sekarang, sdh loginnya ribet, histori nya hilang2. Kecewa banget!!!!!! Dulunpadahal login pake sms kode verifikasi enak2 aja dan histori nya tetap ada terus. Tambah lama bukan tambah memudahkan malah tambah menyulitkan!!",payah banget aplikasi gara terpaksa pindah device histori jadi hilang butuh untuk rekapan dagangan sistemnya loginnya ribet histori hilang kecewa banget dulunpadahal login pakai sms kode verifikasi enak histori tetap terus tambah tambah memudahkan tambah menyulitkan,-1
"Saya sama sekali ga bisa login... ""Terjadi Kesalahan"" padahal nomor udh bener... Tolong diperbaiki, saya jadi malu pas tadi mau balik dari resto...saya harus pulang dulu ke rumah untuk mengambil uang... Gimana sih nih developer, fitur ovo banyak, tapi ga bisa login, gimana cara nya memakai fitur itu tanpa login...Dari Dulu Ga kenapa2, malah pas minta update dia ga bisa login",login terjadi kesalahan nomor udah benar diperbaiki jadi malu pas balik resto pulang rumah untuk mengambil uang developer fitur ovo login cara memakai fitur login pas meminta update login,-1
"Ngerugiin orang, masa dari kemarin mau login gabisa bisa padahal sebelumnya bisa ga lama kemudian mau masuk malah gagal mulu, ini gimana sih. Ada uangnya di akun saya tolong dong diperbaiki apk nya biar ga ngerugiin banyak orang Saya sudah chat cs berkali2 tapi ga ada tindakannya juga Jaringan udh stabil, dan udh ikutin prosedur yg dikasih tp tetep aja gabisa tuh",ngerugiin orang masa kemarin login tidak bisa masuk gagal terus uangnya akun diperbaiki aplikasi ngerugiin orang chat cs berkali tindakannya jaringan udah stabil udah mengikuti prosedur dikasih tetap tidak bisa,-1
Masukin kode yg bener malah salah sampe ke blokir. Konyol. 1x kesempatan lg aneh2 gw uninstall gw drdlu pengguna ovo. Byk metode pembayaran lain. Nyusahin uninstal. Titik.,masukkan kode benar salah blokir konyol kesempatan aneh uninstall drdlu pengguna ovo metode pembayaran menyusahkan uninstal titik,-1
"Bisa kasih info min..mau login ga bisa google play service katanya update..padahal apk di hp saya ini versi baru semua,apk keuangan sebelah juga ada..tapi cuma ovo yg ga bisa masuk..bisa bantu jawab??",informasi min login google play service katanya update aplikasi handphone versi aplikasi keuangan sebelah ovo masuk bantu jawab,-1
"Ovo ko gak bertanggung jawab banget yah...sudah menghubungi cs malah bilang tidak ada kendala...malah disuruh login ulang dan coba uninstall, udah dilakuin masih tetep sama aja...dan bilang gak kenapa kenapa terus...untuk perusahaan anda mungkin tidak ada apa apanya udang 600rb tapi untuk saya berharga sekali, tolong pihak ovo, jangan hanya bilang tidak ada kendala. Dimana tanggung jawab kalian.",ovo bertanggung jawab banget ya menghubungi cs bilang kendala disuruh login ulang coba uninstall dilakuin tetap bilang terus untuk perusahaan apanya udang ribu untuk berharga pihak ovo bilang kendala dimana tanggung jawab,-1
Apk tdk bagus saya masuk kepada akun ovoku dan saya dikirimkan kode verivikasi 6 digit malah dikirimkn 7digit akhirnya tidak masuk ke akun ovoku,aplikasi bagus masuk akun ovoku dikirimkan kode verivikasi digit dikirimkn digit masuk akun ovoku,-1
"Bingung krna loginnya pakek no hp, sdgkan no hpnya sdh tidak aktif, tlfon CS ovo+inbox via Gmail u/ pergantian no. Baru, Alhamdulillah cepet banget responnya, yg penting no. Yg lama masih ingat brpa..Alhamdulillah skrg sdah bisa login kembali+saldonya masih utuh😇Terimakasih ovo, smga sukses sllu, dan smga kedepannya dipermudah lagi u/ login via E-mail, krna klo tlpon sering hilang/gk aktif 🙏👍👍",bingung loginnya pakai no handphone sdgkan no hpnya aktif tlfon cs ovo inbox via gmail pergantian no alhamdulillah cepat banget responnya penting no ingat alhamdulillah login kembali saldonya utuh terimakasih ovo semoga sukses semoga kedepannya dipermudah login via mail tlpon hilang gak aktif,-1
"Gak bisa LOGIN!! Padahal udah ada saldo OVO dari Tokopedia,pas mau login malah akun di blokir gak jelas banget nih.... Udah sama semua akun,nomor,dan pin OVO dah sama. Tapi gak bisa login",login saldo ovo tokopedia pas login akun blokir jelas banget akun nomor pin ovo login,-1
"Ga usah beli diamond mobile legends lewat ovo, percumah keamanannya lemah. Gue top up 82.500 krna ga dikasih kode selama sehari, setelah dikasih kode nya sudah dipakai orang lain, dah chat berkali"" jawabannya gue dituduh nyebarin kode otp, emang ajg kontl mmq. Nyari duit susah Diprank apk kntl",perlu beli diamond mobile legends lewat ovo percumah keamanannya lemah top up dikasih kode sehari dikasih kode dipakai orang chat berkali jawabannya dituduh nyebarin kode otp anjing kontl mmq mencari duit susah diprank aplikasi kntl,-1
"Tolong lah bagi pihak ovo, masa iya batas salah cuma 3 kali, saya yang sering lupa sama pin kan jadi dipersulit, banyak pin yang harus saya inget, pin itulah pin inilah, jadi tolong tambahkan lah batas salah nya, karena udah salah 3x saya udah 2x melewatkan promo, yang tadinya mau beli ini ehh gara gara salah pin, masa iyaa disuruh nunggu 1 jam! Keburu habis lah promonya, tolong lah beri kami sebagai pengguna kebebasan, masa iya cuma 3x salah terus di blokir 1 jam!!",pihak ovo masa batas salah kali lupa pin jadi dipersulit pin ingat pin pin jadi tambahkan batas salah salah melewatkan promo beli eh gara gara salah pin masa disuruh menunggu jam terlanjur habis promonya beri pengguna kebebasan masa salah terus blokir jam,-1
"Sebenarnya aplikasi cukup mudah digunakan apalagi top up dengan cara yang mudah juga. Sayangnya, saat login akses ngeselin banget karena udah pakai fingerprint harus masukin pin lagi dan harus ngulang.",aplikasi cukup mudah digunakan top up cara mudah sayangnya login akses mengesalkan banget pakai fingerprint masukkan pin mengulang,1
"Saya baru instal aplikaai ovo ini, tapi saya sudah dibuat bingung, setiapkali saya masukan kode prifikasi yang dikirim melalui sms. Saya rasa sudah benar memasukan setiap angkanya. Tapi kenapa disuruh coba lagi dan coba lagi. Saya ulangi dan ulagi tapi tetap seperti itu, kenapa?",instal aplikaai ovo dibuat bingung setiapkali masukan kode prifikasi dikirim sms rasa benar memasukan angkanya disuruh coba coba ulangi ulagi tetap,-1
"Mohon bantuannya🙏🏻, yg bikin saya kesal, nunggu kode yg dikirim ke nomer saya itu loh lama nyaaa !!!!!!! Saya udah nunggu bbrp menit,ga di kasih kasih nomer verifikasi opo saya !!!! Mohon respon pihak app ovo",bantuannya kesal menunggu kode dikirim nomer loh menunggu menit nomer verifikasi respon pihak app ovo,-1
Kenapa setelah update saya tidak bisa masuk akun ovo saya . Padahal awalnya saya melakukan transaksi untuk melanjutkan transaksi saya di minta kode keamanan begitu saya masukkan kode selalu di tolak karena tidak sesuai.lalu saya di minta update aplikasi. Setelah saya update. Malah saya tidak bisa masuk ke akun ovo saya.tiap kali sya isi nomor akun ovo. Saya di minta memasukkan kode keamanan. Dan selalu di tolak. Padahal saya tidak pernah menggantinya tiap saya hubungi call center. Tidak bisa. .,update masuk akun ovo awalnya melakukan transaksi untuk melanjutkan transaksi meminta kode keamanan masukkan kode tolak sesuai meminta update aplikasi update masuk akun ovo kali isi nomor akun ovo meminta memasukkan kode keamanan tolak menggantinya hubungi call center,-1
"Saya login g bisa, atur ulang password jg g bisa, akhirnya akun saya terblokir. Masak atur ulang password gagal terus , sampai saya catat itu password di kertas saya masukin lagi tetep gagal terus !! Sampai terblokir akun saya, punya sistem di perbaiki lah!",login atur ulang word akun terblokir masak atur ulang word gagal terus catat word kertas masukkan tetap gagal terus terblokir akun punya sistem perbaiki,-1
"Saya beli voucher google play sebanyak 2 kali, 150K sama 10K. Tapi semuanya gak ada yang bisa direndeem. Alasannya karena tidak sesuai dengan negara asal beli. Ovo nyasar ke negara mana nih, gimana kerugian saya 160K, balikin dong kalau emang kode vouchernya gak guna. Lanjut ke laporan google dari ovo, malah gak bisa upload dokumen. Sama aja kayak bohong",beli voucher google play kali direndeem alasannya sesuai negara asal beli ovo tersesat negara kerugian balikin kode vouchernya lanjut laporan google ovo upload dokumen bohong,-1
"Kecewa sama ovo, saya mengalami kerugian ini karena melakukan transaksi vocer game unipin lewat ovo ini karena saldonya udah ke ambil eh kode voucher game nya ga muncul. Udah ngirim laporan lewat cs via telfon ehh terus disuruh nunggu dan disuruh buat ngirim laporan via email. Udah dikirim lewat email dikira bakal langsung dikasih solusi nya, eh taunya suruh nunggu lagi. Kecewa banget sama ovo yang sekarang, buruk banget pelayanannya",kecewa ovo mengalami kerugian melakukan transaksi vocer permainan unipin lewat ovo saldonya ambil eh kode voucher permainan muncul mengirim laporan lewat cs via telfon eh terus disuruh menunggu disuruh mengirim laporan via email dikirim lewat email dikira bakal langsung dikasih solusi eh taunya suruh menunggu kecewa banget ovo buruk banget pelayanannya,-1
"Punya saya ovo premier... Hari ini mendadak tidak bisa login padahal security code sudah benar malah muncul error code padahal pakai finger code, bolak balik berkali kali tidak bisa login juga... sudah berbagai cara dari clear cache, instal ulang, jaringan internet stabil saja... jadi berpikir ulang berbahaya juga naruh uang banyak di aplikasi ini apalagi kalo sampai ikut ovo invest bisa bisa hilang... kalo sampai login saja mendadak tidak bisa",punya ovo premier mendadak login security code benar muncul error code pakai finger code bolak balik berkali kali login berbagai cara clear cache instal ulang jaringan internet stabil jadi berpikir ulang berbahaya naruh uang aplikasi ikut ovo invest hilang login mendadak,-1
Ganti nomor ke nomor baru... Nomor lama yg ku daftarin di ovo mati... Kartu nya pun sudah hangus & hilang... Mau ganti nomor di ovo. Tapi gk bisa! Malah harus verifikasi... Tapi kode verifikasi nya malah kekirim ke nomor lama... Masalahnya kartunya hilang...! Tolong bantu... Kalo bisa klo mau ganti nomor... kode verifikasi nya jangan ke nomor lama donk! Ribet banget.,ganti nomor nomor nomor ku daftarin ovo mati kartu hangus hilang ganti nomor ovo gak verifikasi kode verifikasi kekirim nomor masalahnya kartunya hilang bantu ganti nomor kode verifikasi nomor ribet banget,-1
"Kenapa login dipersulit? Kenapa nomer yg bersangkutan harus tertancap di hp? Nomer yg terdaftar ada di hp kecil, sementara aplikasi ini ada di hp utama. Sudah tidak ada solusi lain kah?",login dipersulit nomer bersangkutan tertancap handphone nomer terdaftar handphone aplikasi handphone utama solusi kah,-1
"Kok heran ya? Saat mau trx kemaren error gara - gara salah masukin kode security, tapi sekarang malah jadi ga bisa login?? Tlg lah kode security saya ga pernah diganti"" tapi mau masukin malah salah, udah gitu malah diblokir lagi. Ya paling engga data saya diamankan, terus mau dipakai buat trx Mohon dimaksimalkan Tim OVO ~",heran trx kemarin error gara gara salah masukkan kode security jadi login kode security diganti masukkan salah diblokir data diamankan terus dipakai trx dimaksimalkan tim ovo,-1
"pembayaran via QRIS gagal mulu padahal sudah masukan pin dan nominal pembayaran, setelah klik selesai balik lagi ke nomonal dan pin terus menerus begitu, aplikasi sudah upgrade ke versi terbaru. bintang satu dulu ya sebelum di perbaiki.",pembayaran via qris gagal terus masukan pin nominal pembayaran klik selesai balik nomonal pin terus menerus aplikasi upgrade versi terbaru bintang satu perbaiki,-1
Sumpah ni apk jelek banget login nya susah trus penarikan susah mending pake apk dana lebih mudah dan terjamin,sumpah aplikasi jelek banget login susah terus penarikan susah lebih baik pakai aplikasi dana mudah terjamin,-1
"Baru download semalam aplikasi masih bisa di buka tp ini hari terkunci kode pin salah, salah dari mana kode pin yg di masukkan jg sama dgn yg kemarin. Perbaiki dong aplikasinya klo mmg gak bisa di perbaiki mending di hapus kasihan dgn pengguna yg msh ada saldo atau melakukan pembelian dan pembayaran klo semua nyangkut di pihak ovo. Ingat kami ini cari uang dgn susah payah bukan mencuri. Tolong semua keluahan di tanggapi dgn serius. Ini masalah uang bukan sekedar aplikasi yg bermasalah.",download semalam aplikasi terkunci kode pin salah salah kode pin masukkan kemarin perbaiki aplikasinya perbaiki lebih baik hapus kasihan pengguna saldo melakukan pembelian pembayaran nyangkut pihak ovo ingat cari uang susah payah mencuri keluahan tanggapi serius masalah uang sekedar aplikasi bermasalah,-1
"Gembel akun premium gw di blokir tanpa sebab, hubungi CS cman dsuruh login di perangkat lain dan tunggu 24 jam, tapi ttp aja ke blokir. Hati2 yg simpen duit di OVO bahaya mending tarikin semua uangnya, mending ke DANA lebih mudah aja dan cari aman dri pda saldo di OVO di korupsiin",gembel akun premium blokir hubungi cs cuman dsuruh login perangkat tunggu jam tetap blokir hati simpan duit ovo bahaya lebih baik tarikin uangnya lebih baik dana mudah cari aman saldo ovo korupsiin,-1
"Masa mau masuk terus ngisi security code gak bisa bisa ,gagal terus padahal kode y bener ditulis dibuku lgi biar gak lupa kode tetep aja coba lagi ,atur ulang sandi lewat email tetap aja gagal ...,payahhhh",masa masuk terus mengisi security code gagal terus kode benar ditulis dibuku lupa kode tetap coba atur ulang sandi lewat email tetap gagal payah,-1
"Kenapa saya mau login setelah masukan nomer handphone lalu kirim kode,smsnya sudah Masuk tapi kenapa ga ada nomer kodenya? Gimana saya mau login sedangkan nomer kodenya ga ada di smsnya ,Tolong lah perbaiki,Jangan seperti ini uang saya ada di dalam lumayan gede,parah ini aplikasi",login masukan nomer handphone kirim kode smsnya masuk nomer kodenya login nomer kodenya smsnya perbaiki uang lumayan gede parah aplikasi,-1
"Agak ribet, bolak balik login pakai OTP. Padahal gak ganti perangkat, daj sudah ada pin daj sidik jari. Beda kaya tahun yg lebih praktis dan nyaman pakainya",ribet bolak balik login pakai otp ganti perangkat daj pin daj sidik jari beda kayak tahun praktis nyaman pakainya,-1
"Kecewa banget ama ovo nih Awal"" bisa transaksi, eh setelah pin salah, padahal jelas betul pin yg saya masukkan ga salah, setelahnya ga bisa dipake buat transaksi lagi, udah lapor melalui tlp juga ga menyelesaikan masalahnya, pulsa mh abis banyak, mana saldo di ovo saya jg banyak Tolong dong jangan dipersulit Gimana dengan saldo saya",kecewa banget ovo awal transaksi eh pin salah jelas betul pin masukkan salah setelahnya dipakai transaksi lapor telepon menyelesaikan masalahnya pulsa mah habis saldo ovo dipersulit saldo,-1
"Saya sangat kecewa sekali, kenapa setiap beberapa hari tidak buka ovo otomatis log out. Dan ketika saya mencoba log in sangat susah mendapat kan kode otp sms. Saya sangat kecewa disaat saya butuh uangnya malah terjadi kendala seperti ini. Mohon segera perbaikan. Soalnya apk nya sangat jauh lebih mudah dan lebih simple dana",kecewa ovo otomatis log out mencoba log susah mendapat kode otp sms kecewa disaat butuh uangnya terjadi kendala perbaikan soalnya aplikasi jauh mudah simple dana,-1
"Saya tidak nyaman dgn ovo sekarang, keadaan lagi darurat mau narik saldo login minta aktivasi aja lama bener ga bisa masuk-masuk! Saya bener-bener tidak nyaman dapat pelayanan seperti ini pada saya udah pelanggan premium 🗡",nyaman ovo keadaan darurat menarik saldo login meminta aktivasi benar masuk masuk benar benar nyaman pelayanan pelanggan premium,-1
"Ovo LG ada masalah apa sih,? sampe sampe saya sndiri gk bisa login ke akun pribadi,? Kirain cuma akun teman gw doang yg begini, ternyata w juga ngalamin hal yg sama, apa perlu saya riport??????",ovo masalah gak login akun pribadi mengira akun teman doang ternyata ngalamin perlu ripo,-1
Halo admin... Saya mau nanya ne.. kemarin saya beli voucher google play store dari aplikasi ovo... Nah terus pas mu di gunakan kenapa tidak bisa.. error dengan alasan kode voucher bisa di gunakan di negara tempat voucher di beli.. itu solusi nya gimana ya.. btw ne aplikasi ovo bukan dri indonesia ya..,halo admin tanya kemarin beli voucher google play store aplikasi ovo terus pas mu gunakan error alasan kode voucher gunakan negara tempat voucher beli solusi ngomong-ngomong aplikasi ovo indonesia,1
