raw,processed,predict
Permasalahan saya sudah diselesaikan ternyata dana nya sudah masuk ke rekening tujuan. Dan kesalaahannnya bukan dr pihak Dana namun saya sendiri(pihak bank ketika mencetak buku tabungan). Mohon dimaafkan apabila sudah merepotkan cs. Saran untuk cs agar waktu yg dibutuhkan lebih cepat lg dlm menyelsesaikan permasalahan.,permasalahan diselesaikan ternyata dana masuk rekening tujuan kesalaahanya pihak dana pihak bank mencetak buku tabungan dimaafkan merepotkan cs saran untuk cs waktu dibutuhkan cepat menyelsesaikan permasalahan,-1
"Kenapa aplikasi ini hilang di hp saya.. lalu harus di update lagi.. Tolong dengan sangat verifikasi dana premium saya cepat selesai, karena tiap hari sudah dua bulan ini data saya selalu diminta namun tidak ada penyelesaiannya,, BAGAIMANA BISA SAYA BERTRANSAKSI DGN KLEAN JIKA BATAS MAKSIMUM SALDO CUMA 2 JT...???? MOHON DG SANGAT SELESAIKAN VERIFIKASI SECARA PROFESIONAL, BUKANKAH REKENING DANA CUMA JEMBATAN PENGHUBUNG ANTARA PENGIRIM DG PENERIMA, KOK DIRUMITKAN KAYAK BGNI...",aplikasi hilang handphone update verifikasi dana premium cepat selesai dua bulan data diminta penyelesaiannya bertransaksi klean batas maksimum saldo juta selesaikan verifikasi secara profesional rekening dana jembatan penghubung pengirim penerima dirumitkan,-1
"Sangat membantu dan praktis. Kekurangannya, kurang cepat tanggap klo ada masalah. Chat aja harus nunggu berjam-jam. Ngasih respon, ngilang lagi. Gak stay u/ chat smp tuntas permasalahannya. Jd walau sdh ada respon, kita harus nunggu bbrp lama. Semoga ke dpn nya bisa lebih baik. Terimakasih",membantu praktis kekurangannya kurang cepat tanggap masalah chat menunggu berjam jam memberikan respon hilang tinggal chat tuntas permasalahannya jadi respon menunggu semoga baik terimakasih,-1
"Selama ini saya sangat puas dengan apk dana, saya jg tida pernah mendapat keluhan, mulai dari transferan, beli pulsa bayar tagihan listrik begitu cepat dan tepat, pokonya dana is the best, semoga kedepannya selalu berikan yang terbaik",puas aplikasi dana mendapat keluhan mulai transferan beli pulsa bayar tagihan listrik cepat tepat pokoknya dana is the best semoga kedepannya berikan terbaik,1
apk sangat membantu dan mudah serta cepat pula. gampang d gunain.. buat kedepanya selalu menjdi apk yg bisa memudahkan semua transaksi. n kalo bisa ada hadiahnya juga kaya apk sebelah. hehehehe sukses selalu buat dana.,aplikasi membantu mudah cepat gampang gunain kedepanya menjadi aplikasi memudahkan transaksi hadiahnya kayak aplikasi sebelah hehehehe sukses dana,-1
"Aplikasi e wallet yg sangat baik selama ini, mudah digunakan, dan banyak promo menarik. Yang paling penting, jikapun ada kendala, pihak Dana cepat tanggap memberikan solusi",aplikasi wallet baik mudah digunakan promo menarik penting jikapun kendala pihak dana cepat tanggap memberikan solusi,-1
"Wahh saya sangat puas dengan pelayanan dana cepat bnget , saya baru saja transfer uang Rp 15.000 dari snack video ke dana 😃😃😏....yaahh walau pun terpotong Rp 1.000 gpp lah hehehe. Mudah-mudahan dana bisa membuat saya nyaman 😃😃🤑🤑🤑",puas pelayanan dana cepat banget transfer uang rp snack video dana ya terpotong rp tidak apa-apa hehehe mudah mudahan dana membuat nyaman,-1
"ini kenapa ya, setelah melakukan updata kirim uang susah bener asli parah, kalo gini gimnaa mau transaksi , ayo cepat diperbaiki , kalo gini kmi parah pengguna meraasa rugi ?dari kemaren kirim uang gagal mulu hadeuh pparah",melakukan updata kirim uang susah benar asli parah gimnaa transaksi ayo cepat diperbaiki parah pengguna meraasa rugi kemarin kirim uang gagal terus aduh pparah,-1
Respon tim support dana memang cepat dan langsung ke intinya untuk penyelesaian.Tetapi tolong jika pengguna sudah meminta menyelesaikan masalahnya di support dana dimohon untuk tidak membalas lagi.Saya baru saja kejadian kaya gini sudab saya bilang tidak jadi masih aja dibalas balas hadeh,respon tim suppodana cepat langsung intinya untuk penyelesaian pengguna meminta menyelesaikan masalahnya suppodana dimohon untuk membalas kejadian kayak bilang jadi dibalas balas hadeh,-1
"tolong dana penangan dari keluhan customer hrs lebih cepat tanggap.. DANA sudah bagus tapi pelayanan ttg pengaduan lama dan ribet ada pengaduan lewat wa dr wa d arahkan lg ke yang lain..diperbaiki lg supya customer gak kabur ke aplikasi lain termasuk saya, kmrin akun sy tiba2 d bekukan.. kemudian sy melukan pengaduan respond ny sangat lama.. dan ktika telp nyambung tlp ke CS itu juga lama hrs bbrp kali ..",dana penangan keluhan customer cepat tanggap dana bagus pelayanan pengaduan ribet pengaduan lewat whatsapp whatsapp arahkan diperbaiki supya customer kabur aplikasi termasuk kemarin akun tiba bekukan melukan pengaduan respond telepon menyambung telepon cs kali,-1
Dana Untuk tindakan lanjut sangat lama.. Masa harus menunggumu 3 hari untuk laporn keluhan sampai Tiga Hari sangat Lama Dari whatsapp dialihkan ke email dari email dialihkan ke telpon Pusing.. Apliaksi bagus tapi pelayanan lambat seperti keong mohon ditingkatkan,dana untuk tindakan lanjut masa menunggumu untuk laporn keluhan tiga whatsapp dialihkan email email dialihkan telpon pusing apliaksi bagus pelayanan lambat keong ditingkatkan,-1
Apk semakin lambat transfer saldo udah beberapa jam menunggu begitu ke cs nya masa harus menunggu 5 hari kerja klo uangnya urgent gimana dah tuh bikin mumet z pengiriman menunggu sekian lama..😡😡😡,aplikasi lambat transfer saldo jam menunggu cs masa menunggu kerja uangnya urgent pusing pengiriman menunggu sekian,-1
Kemarin masih nyaman tapi sekarang loading nya lama tap 1 kali tidak loading tap 2 kali sering ke Doble pas kirim uang sering juga minta pin 2 kali tau taunya uang yg ke kirimjga Doble 😭 Perbaiki lagi supaya respon cepat nih aplikasi ..,kemarin nyaman loading tap kali loading tap kali doble pas kirim uang meminta pin kali tahu taunya uang kirimjga doble perbaiki respon cepat aplikasi,-1
"Admin ini kenapa akun dana saya tidak bisa login?? Sudah email, wa gak ada respon lambat bgt.. udh ganti pin, tetep gak bisa ..",admin akun dana login email whatsapp respon lambat banget udah ganti pin tetap,-1
Butuh berapa banyak lagi rating bintang 1 biar developernya mau memperbaiki performa busuk aplikasi DANA ini? Masa aplikasi e-money bisa seberat ini?,butuh rating bintang developernya memperbaiki performa busuk aplikasi dana masa aplikasi money seberat,-1
"Edit* waduh parah lemot banget, lag parah. Restart ulang mulu aplikasinya. Kesian user yg punya hp kentang. EDIT LAGI ***** Waduh salah review kak, tadi maksudnya mau kasih review aplikasi Shop*e eh pas liat lg kok ke app DANA Wkwkwk Sorry ya 😂😅 Untuk app DANA udah sip lah, cuma satu aja kalo bisa, potongan atau biaya PPN transfer jangan mahal banget kak. Misal belanja online cm Rp.2000,- tp ppn dari DANA Rp.4500,- waduh tekor dong kak. 500 aja atau skali-skali free lah.",edit parah lambat banget lag parah restaulang terus aplikasinya kasihan punya handphone kentang edit salah review kak maksudnya review aplikasi shop eh pas lihat app dana wkwkwk maaf untuk app dana sip satu potongan biaya ppn transfer mahal banget kak misal belanja onlen rp ppn dana rp rugi kak bebas,-1
"Terlalu cepat untuk melakukan kerjasama dengan marketplace. Banyak fiturnya yg mengecewakan. Cancel transaksi aja gak bisa... Baca ulasan di bawah., kok banyak yg bermasalah dengan dananya ya? Mohon diperbaiki lagi., semoga transaksi di marketplace dengan fitur DANA selalu lancar. Aamiin. 🤲 ----------------------- DANA terus berkembang dengan baik. Makin ke sini, makin mudah untuk bertransaksi dengan DANA. Tidak hapus komen yg dulu, supaya tahu inilah perkembangan DANA yang makin maju!! 🥰🤩",cepat untuk melakukan kerjasama marketplace fiturnya mengecewakan batal transaksi baca ulasan bawah bermasalah dananya diperbaiki semoga transaksi marketplace fitur dana lancar amin dana terus berkembang baik mudah untuk bertransaksi dana hapus komen tahu perkembangan dana maju,-1
"Buat developer tolong diperbaikilah aplikasi'nya berjalan lambat sekali... ini aplikasi udah kaya ukuran 1GB saja lemot bangett... tidak seperti aplikasi lain cepet. Aku lagi transaksi kirim uang malah gagal... aplikasi tidak menanggapi keluar sendiri. Saking lemotnya aplikasi,,",developer diperbaikilah aplikasi berjalan lambat aplikasi kayak ukuran gb lambat banget aplikasi cepat transaksi kirim uang gagal aplikasi menanggapi keluar saking lemotnya aplikasi,-1
upgrade ke premium aja susah padahal udh telfon ke Cs nya...udh konfrimasi data diri ...dan balasannya suruh nunggu...setelah udh berapa jam lalu tidak ada konfrimasi lebih lanjut lagi - udh di telfon kembali layanan sibuk melulu... harusny klo data diri lengkap udh bisa pakai....perasaan di ovo dan go pay verifikasi gampang dan cepat pelayanan nya karena udh telfon dan konfrimasi... Ini di dana proses lambat bikin kapok !!! Ini saldo saya nyangkut di dana gimana cara mengatasinya,upgrade premium susah udah telfon cs udah konfrimasi data balasannya suruh menunggu udah jam konfrimasi lanjut udah telfon kembali layanan sibuk melulu harusny data lengkap udah pakai perasaan ovo go pay verifikasi gampang cepat pelayanan udah telfon konfrimasi dana proses lambat kapok saldo nyangkut dana cara mengatasinya,-1
"Haloo css dana. Kenapa lambat respon yg saya kirim ke email?? D WA gk d balas, d telepon gk d balas, d email gk d balas.",haloo dana lambat respon kirim email whatsapp gak balas telepon gak balas email gak balas,-1
"Itu balas chat saya di email fas respon ayok keburu dipakai saldo ku biar cepat selesai, kembaliin saldo dana saya nanti saya kasih bintang 5",balas chat email fas respon ayo terlanjur dipakai saldo ku cepat selesai kembaliin saldo dana bintang,-1
Sumpah ini aplikasi sangat sangat sangat membantu sekali...I like DANA Proses deposit cepat Proses transfer cepat Bintang 5 buat DANA,sumpah aplikasi membantu like dana proses deposit cepat proses transfer cepat bintang dana,-1
"Tadi beli paket data, uang sudah terpotong tapi paketnya tidak terkirim.. Ini aplikasi seperti tidak tanggap sama sekali... Pengaduan keluhannya juga terlalu ribet.. Awalnya lewat wa lalu disuruh ke email, udah email disuruh ke website.. Ke neraka saja sekalian... Oya untuk paketnya gx usah dikirim, makan sudah itu uang saya.. Semoga aplikasi ini cepat bangkrut...",beli paket data uang terpotong paketnya terkirim aplikasi tanggap pengaduan keluhannya ribet awalnya lewat whatsapp disuruh email email disuruh website neraka oya untuk paketnya perlu dikirim makan uang semoga aplikasi cepat bangkrut,-1
Dana refund belum balik dari bulan febuari tidak penyelesaian sangat lambat . Ini 3 akun kejadian kapok simpan uang disini,dana refund balik bulan febuari penyelesaian lambat akun kejadian kapok simpan uang,-1
"Susah mau daftar ke premium, udah komplen ke email CS ttp aja gak ada solusi. Saldo di Dana gak bisa ditarik. Nanti klo saldo sudah abis untuk beli pulsa, saya mau uninstall apk Dana karena gak guna, gak bisa tf. Saya pke e-KTP utk verifikasi di apk lain cepat diproses dan berhasil. Cm di Dana aja sampai berhari"" dicoba terus gak pernah berhasil. Kecewa,,,",susah daftar premium komplen email cs tetap solusi saldo dana ditarik saldo habis untuk beli pulsa uninstall aplikasi dana tf pakai ktp untuk verifikasi aplikasi cepat diproses berhasil dana berhari dicoba terus berhasil kecewa,-1
"Mungkin ini sedikit masukan,, aplikasi ini bagus kok sebenernya tapi cobak deh min di buat lebih gampang lebih cepat respon dan tidak terlalu ribet untuk aplikasi ini,, biar semua org paham dan tidak susah untuk pennguna baru atau pun lama,🙏🙏 ya semoga bisa lebih baik lagi ini aplikasi kedepan nya yaa,, supaya bisa terus di gunakan🙏🙏",masukan aplikasi bagus coba deh min gampang cepat respon ribet untuk aplikasi orang paham susah untuk pennguna semoga baik aplikasi kedepan ya terus gunakan,-1
Ko dana jd gini sih biasanya transaksi pulsa/data cepat sekarang lama saldo sudah terpotong tp pulsa belum masuk masuk,dana jadi transaksi pulsa data cepat saldo terpotong pulsa masuk masuk,-1
"Kecewa dengan pihak Dana, respon lambat untuk keluhan pelanggan, uang yang saya tf sampai sekarang belum masuk ke rek. Penerima sementara saldo saya sudah terpotong 550 ribu.. Layanan dari wa juga ga bisa, via email sampai berhari"" nunggu responya, itu uang saya di kemanakan sampai lapor ke bank memang ga ada masuk. Kecewa rugi bgt😠",kecewa pihak dana respon lambat untuk keluhan pelanggan uang tf masuk rek penerima saldo terpotong ribu layanan whatsapp via email berhari menunggu responya uang kemanakan lapor bank masuk kecewa rugi banget,-1
"Sumpah ya kecewa banget sama DANA :"""" Mau verifikasi DANA Premium susah banget, gagal terus. Padahal juga udah memenuhi syarat. Ngehubungi customer care juga responnya lambat :""""",sumpah kecewa banget dana verifikasi dana premium susah banget gagal terus memenuhi syarat ngehubungi customer care responnya lambat,-1
"apk ini gk bisa d ajak cepat klo buat bisnis. karna tiap buka apknya loading lama, berasa berat dan gk simple. mau tranfer uang juga susah, d anjurkan upgrade premium tpi ktp udah jelas malah gagal trus selalu ktp kurang jelas. tolong d perbaiki, ringankan aja apknya biar yg pakai nyaman gk loading dulu klo d pake bisnis pulsa ataupun bisnis lainnya. CATAT!!",aplikasi gak ajak cepat bisnis apknya loading berasa berat gak simple tranfer uang susah anjurkan upgrade premium ktp jelas gagal terus ktp kurang jelas perbaiki ringankan apknya pakai nyaman gak loading pakai bisnis pulsa bisnis catat,-1
Uang refund tidak masuk lambat penanganan akun 1 dana refund tidak masuk dari feb sampai sekarang belum masuk. Akun ke 2 dari bulan juni sampai sekarang belum ada masuk. Akun 3 baru kejadian.,uang refund masuk lambat penanganan akun dana refund masuk feb masuk akun bulan juni masuk akun kejadian,-1
aplikasi yg lemot sangat samgat lambat . kadaang pin yg udah di masukkan udah bener tapi tetep salah berujung pelblokiran. dan kadang juga gk bisa ngirim alasanya di blokir demi keamanan. Dana sudah menuju arah yg gk jelas . aplikasi kebanyakan iklan bikin lemot buka dana bisa 1x24 jam baru bisa,aplikasi lambat samgat lambat kadaang pin masukkan benar tetap salah berujung pelblokiran kadang gak mengirim alasanya blokir keamanan dana menuju arah gak jelas aplikasi kebanyakan iklan lambat dana jam,-1
Dana lama banget loadingnya dan kalau udh masuk aplikasinya suka keluar tiba tolong ditingkatin biar lebih cepat ga nge lag,dana banget loadingnya udah masuk aplikasinya suka keluar tiba ditingkatin cepat nge lag,-1
"Masa kalo masuk apk nya, lag banget. Padahal jaringan bagus, main game online aja bagus. Tolong di perbaiki masalah nya. Jadi malas pake dana kalo stuck mulu/Lag",masa masuk aplikasi lag banget jaringan bagus main permainan onlen bagus perbaiki masalah jadi malas pakai dana stuck terus lag,-1
"Saya kecewa dengan pelayanan pengaduan lambat dan tidak respon ,saya ngisi saldo dana masak gak masuk padahal di alfa transaksi udah berhasil dan dapet struk juga udah berhasil masak dri semalem sampek sekrang belum masuk ,saya pilih bantuan pelayanan pengaduan dan tidak dapet respon sma sekali",kecewa pelayanan pengaduan lambat respon mengisi saldo dana masak masuk alfa transaksi berhasil struk berhasil masak semalem masuk pilih bantuan pelayanan pengaduan respon,-1
"Proses ada gangguan terlalu lambat,,jangan salahkan jika pada ga percaya lagi...di chat sibuk terus ga punya karyawan pa gimana? Cukup tau saatnya pindah ke app sebelah,,by dana lambat",proses gangguan lambat salahkan percaya chat sibuk terus punya karyawan cukup tahu pindah app sebelah by dana lambat,-1
Dana memang hebat ...cuma sedikit agak lamban ..semoga kedepan bila ada pengaduan langsung bisa cepat di tangani ...selama ini saya cukup puas dg adanya Dana ..Terima kasih ...Aplikasi yg sempel Praktis ...,dana hebat lamban semoga kedepan pengaduan langsung cepat tangani cukup puas dana terima aplikasi sempel praktis,1
Selamat malam .. Dana menurut saya aplikasi yg sangat bagus . Investasi emas + dana goals dan bebas transfer sangt memudahkan . Saya target sehari beli emas di aplikasi dana 0.001 itung2 nabung uang sisa belanja . Ketika sedang butuh dana saya Jual lagi di aplikasi dana sangat cepat proses nya . Untuk dana goals uuuuu bagus sekali Ketika kita punya target untuk sesuatu yg kita inginkan dana goals sanagt bagus untuk menyimpan uang . Pokok nya aku love bgt sama aplikasi dan Semoga sukses sll,selamat malam dana menurut aplikasi bagus investasi emas dana goals bebas transfer memudahkan target sehari beli emas aplikasi dana hitung nabung uang sisa belanja butuh dana jual aplikasi dana cepat proses untuk dana goals bagus punya target untuk dana goals sanagt bagus untuk menyimpan uang pokok love banget aplikasi semoga sukses,-1
"Kendala ga bisa terselesaikan udah 1 bulan minta data terus kirim kedana id Penting Laporan Anda sedang ditindaklanjuti, mohon tidak membuat laporan yang baru agar proses penanganan berjalan lancar dan lebih cepat Kapan mpernaikinya udah kesel hpir satu bulan setengah saya menunggu mana hasilnya",kendala terselesaikan bulan meminta data terus kirim kedana id penting laporan ditindaklanjuti membuat laporan proses penanganan berjalan lancar cepat mpernaikinya kesal hpir satu bulan setengah menunggu hasilnya,-1
"Kecewa banget pas mau log in terus masukin pin selalu aja muncul kalimat 'sistem sedang sibuk' padahal saya mau isi saldo malah dibikin ribet gini, tolong bnget cepat diperbaiki masalahnya biar saya bisa log in lagi.",kecewa banget pas log terus masukkan pin muncul kalimat sistem sibuk isi saldo dibikin ribet banget cepat diperbaiki masalahnya log,-1
"Bertransaksik menggunakan aplikasi dana sangat mudah dan cepat ""ayo jangan sampe ke tinggalan segera download aplikasinya di play store banyak ke unggulan di dlmnya, salah satunya trnsfer ke rekning bank tidak nunggu waktu lama""",bertransaksik menggunakan aplikasi dana mudah cepat ayo tinggalan download aplikasinya play store unggulan dlmnya salah satunya trnsfer rekning bank menunggu waktu,-1
Jujur dari awal saya makek saya suka aplikasi ini suka banget tapi kali ini baru pertama kalinya saya kecewa sama aplikasi ini krna saya ngisi pulsa gk masuk² padahal dari awal ngisi pulsa selalu masuk cepat tapi kali ini kecewa di aplikasinya padahal transaksi berhasil tapi nyatanya gk ada tu pulsa masuk udah dm di instagram nya dana. Id tapi gk di respon gimana gk sebel cobak,jujur awal makek suka aplikasi suka banget kali pertama kalinya kecewa aplikasi mengisi pulsa gak masuk awal mengisi pulsa masuk cepat kali kecewa aplikasinya transaksi berhasil nyatanya gak pulsa masuk dm instagram dana id gak respon gak sebel coba,-1
"Baru mau pake aplikasi Dana, dibanding aplikasi yang sejenis, Dana termasuk lambat saya langsung kecewa karena sulit menampilkan daftar menu di beranda mungkin butuh jaringan 5g kali yah.",pakai aplikasi dana dibanding aplikasi sejenis dana termasuk lambat langsung kecewa sulit menampilkan daftar menu beranda butuh jaringan kali ya,-1
"Aplikasi DANA sekarang berat banget, di HP RAM 3GB lag nya minta ampunnn, tolong buat DANA bikin simple aplikasinya, buat banyak fitur tapi tetap ringan seperti OVO, OVO aplikasi lebih ringan daripada DANA, padahal DANA dulu ringan enak, semenjak updet kualitas menurun.",aplikasi dana berat banget handphone ram gb lag meminta ampun dana simple aplikasinya fitur tetap ringan ovo ovo aplikasi ringan dana dana ringan enak semenjak updet kualitas menurun,-1
"Ini saya kasih bintang 5 biar tambah bagus lagi apk dana ini. Tapi tolong lah di perbaiki, setiap mau buka apk ini loding ya lama x dan selalu koneksi jarian nya buruk terus. Tolong lah di permudahi dan tidak buat kecewa yang gunai apk ini. Supaya cepat loding masuk ya.",bintang tambah bagus aplikasi dana perbaiki aplikasi loding koneksi jarian buruk terus permudahi kecewa gunai aplikasi cepat loding masuk,-1
"Maf sy blum bisa ngasih bintang lima ,krna masih ada kendala di aplkasi loading nya trlalu lama,tp dr sistem proses pembayaran dn trnsfer cukup cepat ,kalo tidak ada kendala lagi sy kasih bintang 5,bila peelu bintang 7 sekalian..",maf memberikan bintang lima kendala aplkasi loading sistem proses pembayaran trnsfer cukup cepat kendala bintang peelu bintang,-1
"cepat dan mudah brooo.... Cuman ada satu yang kurang dari dana ini,struk ga bisa di print ke printer blotooot 🙏sedangkang masyarakat di kampung ga semua mempunyai hp,dan masih menggunakan struk sebagai bukti transaksi",cepat mudah saudara laki-laki satu kurang dana struk print printer blotot sedangkang masyarakat kampung mempunyai handphone menggunakan struk bukti transaksi,-1
Halo dana kenapa saya gak bisa masuk akundana saya ? Sedangkan sinyal internet bagus. Awal nya saya saya buka apl dana tapi hanya mentok logo dana dan keluar lag & lagi. Lau saya uninstal apl nya & saya coba dounlod lagi & saya masukan no tlp sampai dapat OTP saya ikuti prosedur yg ada . Tapi pas mau masuk PIN malah kembali ke awal suruh masukin No TLP. Say coba 5 x tetap seperti itu. Tolong dong di perbaiki. Kalau memang Dana dompet Ini Ingin maju.,halo dana masuk akundana sinyal internet bagus awal apl dana mentok logo dana keluar lag kau uninstal apl coba dounlod masukan no telepon otp ikuti prosedur pas masuk pin kembali awal suruh masukkan no telepon sayang coba tetap perbaiki dana dompet maju,-1
"Kecewa banget sumpah padahal saya sudah pake dana hampir 2 tahun tapi ini malah bikin saya malu sama temen saya transfer mulai 30 mei sampai akhir juni 3x keterangan berhasil tapi setelah di cek di bank dari pihak bank tidak ada uang ny yg masuk sama sekali dari bulan mei sampai juni,sudah lapor tapi respon nya lambat banget sampai sekarang gak direspon lagi ,sumpah saya kecewa banget",kecewa banget sumpah pakai dana tahun malu teman transfer mulai mei akhir juni keterangan berhasil cek bank pihak bank uang masuk bulan mei juni lapor respon lambat banget direspon sumpah kecewa banget,-1
"Makin kesini aplikasinya semakin rusak. Transfer dana ke bank 2 hari pending belum sukses. Chat cs via email jawaban nya sama aja Penting Laporan Anda sedang ditindaklanjuti, mohon tidak membuat laporan yang baru agar proses penanganan berjalan lancar dan lebih cepat Cs bot Belum ada tindak lanjut penanganannya",kesini aplikasinya rusak transfer dana bank pending sukses chat cs via email jawaban penting laporan ditindaklanjuti membuat laporan proses penanganan berjalan lancar cepat cs bot tindak lanjut penanganannya,-1
"Penanganan masalah sangat lambat uang saya di dana blm bisa diambil sampai sekarang. Nomor telepon di telepon malah pesan otomatis yg nyuruh wa aja, tapi di wa juga gakbisa. Aplikasi sangat buruk!!!!! *Tambahan : bisa bisa nya ulasan disini dibalas nyuruh kirim email sedangkan email aku gak di balas balas sampai sekarang. Cs nya ngapain aja? Sebelum w buat ulasan ini udah kirim email, tapi gakdibalas. Giliran ulasan buruk aja cepat bgt balasnya!!!!!",penanganan masalah lambat uang dana diambil nomor telepon telepon pesan otomatis nyuruh whatsapp whatsapp gakbisa aplikasi buruk tambahan ulasan dibalas nyuruh kirim email email balas balas cs sedang apa ulasan kirim email gakdibalas giliran ulasan buruk cepat banget balasnya,-1
Stop menggunakan apk dana sebagai dompet digital ! Topup saya belum masuk dan saldo di ATM sudah terpotong dari tanggal 26 Juni 2021. Saya email ke pihak dana dan balasannya di jelasakan sudah masuk. Padahal belm msuk sama sekali ! Di riwayat dana juga blm msuk ! Sudah 2 kali saya di rugikan oleh pidak DANA dgn kasus yang sama ! Respon cs juga lambat !,stop menggunakan aplikasi dana dompet digital topup masuk saldo atm terpotong tanggal juni email pihak dana balasannya jelasakan masuk belm masuk riwayat dana masuk kali rugikan pidak dana kasus respon cs lambat,-1
"Tidak bisa login dan selalu force close sendiri setelah saya update,sebelum saya update semuanya baik² saja akan tetapi ketika saya update bukannya tambah cepat layanannya malah tidak bisa digunakan sekali aplikasinya,mohon diatasi masalahnya Saya sudah melakukan apa yg diarahkan seperti menghapus cache apk dan jg sudah berulang kali instal dan reinstall apk dana nya tetap saja tidak bisa",login force close update update baik update tambah cepat layanannya digunakan aplikasinya diatasi masalahnya melakukan diarahkan menghapus cache aplikasi berulang kali instal reinstall aplikasi dana tetap,-1
