text,pengaksesan,transaksi,akun,cs,performa
ribet blokiran sumbangkan saldo linkaja tf bank atas jadian pelayanan buruk baik ovo shopypay atou dana ayo buruan unistal ramai ramai aplikasi linkaja,0.0,1.0,0.0,0.0,0.0
aplikasi ribet untuk jualan pulsa save nomornya pengisian saldo biaya isi pulsa biaya mengirim jadi cocok,0.0,1.0,0.0,0.0,0.0
maaf link dibenerin unninstal aplikasinya soal transfer bank bri masalah transfer bank bni bank tlong benerin transaksi bank bri kash jempol transfer bank dibenerin,0.0,1.0,0.0,0.0,0.0
aplikasi bangkai daftar pakai emial nomer handphone gunanya tahu nomer blokir cara login pakai nomer pakai email menyesal pakai aplikasi duit nyangkut ambil ppkm mengurusi nomer rusak sampah balikin duit,1.0,0.0,0.0,1.0,0.0
top up bsi gratis katanya saldo link syariah disimpan bank syariah bumn masa top up kena biaya bni syariah gratis top up kedua transfer link syariah bsi kena biaya,0.0,1.0,0.0,0.0,0.0
kemarin isi pulsa gagal saldo terpotong saldo kembali informasi isi pulsa lihat transaksi gagal saldo terpotong solusinya,0.0,1.0,0.0,0.0,0.0
untuk melakukan transaksi linkaja rekening bri sulit transfer keluhan sebulan memakai linkaja semoga cepat disetting ulang mempermudah bertransaksi bank terimakasih,0.0,1.0,0.0,0.0,1.0
ulasan edit karana kembali mendapatkan masalah nguso pulsa ribu gak masuk masuk email jawaban close pulsanya gak masuk masuk email lampirkan bukti beli pulsa jam tanggal no handphone no id link gak kejelasan om ribu orang zaman ppkm pak meminta lacak pak serius balas email,0.0,1.0,0.0,1.0,0.0
mengecewakan transaksi tujuan penanganan investigasi kejelasan perihal investigasi berakhir dana dicairkan rekening kembali rekening tujuan melakukan transaksi manual rekening tujuan aplikasi link menunggu kerja dua minggu kejelasan kemana dana dicairkan turun bintang,0.0,1.0,0.0,0.0,0.0
jam upgrade ktp gagal terus ngantuk daftar linkaja lumayan susah paya operator hidup pusing tambah pusing,0.0,0.0,1.0,0.0,0.0
top up saldo link masuk ya kedebet atm bank kompalin lewat email jawaban suruh menunggu ribet tolonglah admin dibantu selesaikan lihat komen ngeluh,0.0,1.0,0.0,1.0,0.0
keluhan call center kemana gaperi gak katanya kantornya fiktip ternyata beli pulsa terus telpon call tahu cukup pulsanya pulsa habis urusan gak kelar kapok lebih baik gak perlu pakai link lebih baik pakai layanan service disebut kurang bagus jelek,0.0,1.0,0.0,1.0,0.0
melakukan transfer keterangan transaksi berharsil dananya terkirim meminta cs link nomor membantu danaku hangus pihak link keterangan jelas pertanggungjawaban sekian terima,0.0,1.0,0.0,1.0,0.0
aplikasi link parah baca komen ngeluh beli pulsa masuk mengalami beli pulsa ribu jam masuk suruh menunggu jam tanya cs bilang bantu flow up coba tanya telepon call center kena biaya hasil menunggu aplikator kerja benar claim konsumen tanya kendala jawab komplain pulsa masuk saldo kepotong,0.0,1.0,0.0,1.0,0.0
isi pulsa nominal muncul sn nomor serial bukti pulsa masuk terima,0.0,1.0,0.0,0.0,0.0
aplikasi gembel top up money gagal disistem infonya berhasil lapor kesuppoproses gembel gembel,0.0,1.0,0.0,0.0,0.0
dowonload link isi saldo juta pas trf ternyata upgrade isi data pribadi foto ktp selfi ktp bolak balek gagal katanya selfi ektp kurang jelas pak dipermudah ektp mmng buram jadi sulit foto upgrade drpda daftar cpns udah isi saldo akun link,0.0,1.0,1.0,0.0,0.0
kirim uang bri syariah bri syariah ganti bsi bank syariah indonesia pilihan untuk bsi perbaiki sistem,0.0,1.0,0.0,0.0,0.0
beli pulsa pakai link masuk notifikasi link bilang sukses penjelasan bintang duitnya balik masuk pulsanya aplikasi salah satu pengguna membuktikannya tanggal juli dana kembali berarti tempo link menindaklanjuti menyelesai pengaduan terima link,0.0,1.0,0.0,0.0,0.0
kecewa link pengguna kali dikecewakan link melakukan transaksi top up rekening bri mengurangi saldo rekening saldo link nol top up ribu loh laporan tanggal tanggal saldo dikembalikan perbaiki layanan link link jadi pindah wallet kecewa,0.0,1.0,0.0,0.0,0.0
parag lambat sistem masa transfer kbni pending suruh menunggu jam woi uang pakai seenak pending telepon alesan gangguan duit pending aplikasi buruk pakai link rupiah tf bank,0.0,1.0,0.0,0.0,1.0
gagal memverifikasi email akun keterangan email terdaftar akun mengganti akun no telepon terdaftar rusak terblokir sulit mendapatkan kode otp dibutuhkan melakukan chat layanan link az disarankan untuk membuat akun no telepon daftarkan lucunya membuat akun kesulitan memverifikasi email jadi email,1.0,0.0,1.0,1.0,0.0
aplikasi mengecewakan download lebih baik perlu download topup masuk masuk kalinya topup masuk jam saldo masuk,0.0,1.0,0.0,0.0,0.0
aplikasi nih developer masa download masukkan nomer telepon terdaftar seblun lqlu tidak bisa login kata menerima sms kode verivikasi tunggu menit ge download adeh,1.0,0.0,0.0,0.0,0.0
dear linkaja alangkah sebaiknya pembaharuan berikutnya dilengkapi fitur widget melakukan transaksi menggunakan barcode dilakukan secara cepat tepat overall baik untuk ditingkatkan terimakasih,0.0,1.0,0.0,0.0,1.0
download link pengguna ktp lecet enggak jelas baik pakai link saldo ambil pokoknya download aplikasi menyesal menyesal saldo pas ditarik upgrade foto ktp gagal terus ditolak terus enggak jelas cs,0.0,1.0,1.0,1.0,0.0
maaf bertanya melakukan berbagai pembayaran tercatat riwayat transaksi penting butuh bukti transaksinya bantuannya terima,0.0,1.0,0.0,0.0,0.0
bertanya linkaja melakukan pembayaran bpjs kesehatan masukan nomor va nomor va virtual account betul,0.0,1.0,0.0,0.0,0.0
aplikasi haram pkaii beli pulsa gak masuk terus saldo ditarik laporkan saldo gak kembali bgsaat aplikasi asw,0.0,1.0,0.0,0.0,0.0
untuk aplikasi linkaja memudahkan hapuskan biaya admin untuk transaksi aplikasi linkaja termasuk bebaskan biaya admin kirim uang bank bekerja link termasuk kirim uang pengguna aplikasi linkaja terimakasih,0.0,1.0,0.0,0.0,0.0
aplikasi penipu kembalikan uang woi masa isi saldo status pending menunggu minggu orang butuh cepat woii besok tanggapan sebarkan aplikasi hancur telfon respon klaau sanggup aplikasi gak perlu merugikan masyarakat woii,0.0,1.0,0.0,1.0,1.0
telepon tanya saldo ditinggal banget cs menit sengaja banget coba cs sopan nyuruh orang tunggu respon,0.0,1.0,0.0,1.0,0.0
aplikasi bumn merugikan masyarakat tahu transaksi gagal kerja kembali uang beda aplikasi swasta ovo gopay transaksi gagal langsung dikembalikan link menunggu bulan kembali uang,0.0,1.0,0.0,0.0,0.0
