text,pengaksesan,transaksi,akun,cs,performa
memberikan keluhan play store jawaban suruh balas lewat email itupun memberikan solusi tepat balas pertanyaan berikan pelayanan baik benar pengguna akun dana merasa puas,0.0,0.0,1.0,1.0,0.0
kecewa transfer uang untuk bayar lazada pakai untuk transaksi jadi transfer balik uang rekening susah upgrade premium ribet banget dipermudah pelayanan customer lambat banget keong jalan orang penting banget responnya banget diperbaiki pelayanannya terimakasih,0.0,1.0,1.0,0.0,1.0
aplikasi parah digunakan sengaja memasukkan saldo untuk beli kuota beli kembalikan rekening susah kevewa banget siap running lebih baik hps pas merugikan masyarakat caranya transaksi urgent kelabakan,0.0,1.0,0.0,0.0,0.0
pelayanan customer servicenya buruk whatsapp terus disuruh lewat email terus imbau link link link error parah pokoknya aplikasi lokal susah dibuat susah,0.0,0.0,0.0,1.0,0.0
maaf bintang kurangi soalnya gaba login seharian login suruh menelepon cs telfon tidak bisa punya pulsa email tidak ada balasannya baik naikin bintangnya terima kasih,1.0,1.0,0.0,1.0,0.0
susah banget transaksi onlen nomer handphone terdaftar akun bingung uninstal ulang eh kode otp katanya kode terkirim nomer min bantu,1.0,1.0,1.0,0.0,0.0
top up kunjung masuk enak menghubungi whatapps balas robot balesannya penuh terus email balas robot disuruh mengisi data diperlukan banget balesnya costumer jam tertera aplikasi lho nama orang top up butuh jadi permasalahannya dicepetin seenak jidat lho satu aplikasi update keluar lambat,0.0,1.0,0.0,1.0,1.0
terimakasih pihak dana menyelesaikan masalah membuat akun masuk aplikasi dana aplikasi dana membantu melakukan pembelian secara onlen jadi terimakasih dana atas fasilitas bagus semoga menambah fitur fitur tetap menjaga keamanan nyaman pengguna,0.0,1.0,1.0,0.0,0.0
aplikasi buruk masak logout terus login akun dana langsung beku masalah lebih baik pakai link ovo gojek dana uninstall kesalahan masak langsung akun beku,1.0,0.0,1.0,0.0,0.0
aduh jadi min tiba login sandi salah benar loh coba bekukan jam maksudnya ya perbaiki akun mengirim uang ribu,1.0,1.0,1.0,0.0,0.0
perlu install aplikasi gaguna masa udah login keluar udah masukkan nomor pin udah terverivikasi keluar aplikasi katanya untuk mempermudah eh mempersulit,1.0,0.0,0.0,0.0,0.0
informasi kak register dana kemarin masuk dana nomor pakai regist hilang membuka transaksi pakai akun dana informasi trimakasih,1.0,1.0,1.0,0.0,0.0
bagus masalah pakai dana top up lancar tarik tunai lancar kirim uang lancar bayar apapun lancar sukses terima kasih you dana terus pertahankan pelanggan kecewa,0.0,1.0,0.0,0.0,0.0
kali melakukan pembayaran scan qris aplikasi update kali update pakai wallet scan qris dana pas scan perbaiki,0.0,1.0,0.0,0.0,0.0
ngelapor email help dana soal nomor digunakan hilang email disertakan nomor jwbnnya terdaftar pas login pakai nomor email berkali diganti nomor tiket disuruh email pas dibales tetap jawabannya email teruskan email,1.0,0.0,0.0,1.0,0.0
respon costumer care cepat profesional fitur transaksi komplit terintegrasi memuaskan generasi milenial upaya transaksi onlen memudahkan untuk berinvestasi saham broker manapun,0.0,1.0,0.0,1.0,1.0
secara keseluruhan bagus aplikasi min untuk ringanin aplikasi soalnya berat banget pakai handphone ram kadang habis transfer layar berubah jadi hitam lodingnya masuk,0.0,1.0,0.0,0.0,0.0
menurut aplikasi bagus biaya adm jadi total transfer jadi susah menambah uang admin untuk tranfer sesalu masuk gratis adm kali bulan jadi uang transfer bermasalah,0.0,1.0,0.0,0.0,0.0
login masuk masuk kata silakan hubungi customer service mengecewakan batalin kaya terus hubungi buang pulsa tetap masuk dihubungi lewat whatsapp penuh lewat dana id atasi,1.0,1.0,0.0,1.0,0.0
upgrade premium susah hasil foto ktp jelas bilang hasil kurang baik permudah sistem upgrade merugikan pengguna sistem jelas gimana rekomendasi orang aplikasi susah pakai,0.0,0.0,1.0,0.0,0.0
maaf transfer bank baca akun dana masuk berhasi transfer pertama bank neo commerce transfer akun dana berhasil saldo dana penjelasannya berikan pelayanan baik customer,0.0,1.0,1.0,0.0,0.0
habis download terus pas login tiba keluar sinyal ku kurang bagus coba pakai wifi hasilnya tetap keluar terus disuruh menulis nomor sandi jaringan bagus terus ganti paketan hasilnya tetap diperbaiki,1.0,0.0,0.0,0.0,0.0
mengunakan dana untuk transfer kali masukan pin pin salah terus jelas pin benar kali masukan pin tetap salah nge email dana id alamat ditemukan kak solusinya dipakai,1.0,1.0,0.0,1.0,0.0
penanganan kurang cepat mengirim rek menunggu telfon cs pemberitahuan selanjut kirim via email tiket gangguan penanganan duit nyangkut dana respon kurang bagus,0.0,0.0,0.0,1.0,1.0
coba upgrade premium bolak balik gagal terus ktp transfer kemana jadi top up pngennya tf mala jadi aplikasinya pusing membantu kembalikan dana tf,0.0,1.0,1.0,0.0,0.0
maaf ubah akun dana tiba tiba dibekukan suruh chat gak respon awal suka aplikasi akhir akhir mengeluh dana semoga dana mengembalikan uang,0.0,1.0,1.0,1.0,0.0
aplikasi gunakan untuk login keluar masuk keluar masuk tampilan gak gak perlu mengirimi saran email email unistall bagus parah gak suka aplikasi payah,1.0,0.0,0.0,1.0,0.0
tanya min aplikasi dana asal masuk pakai otp terus ikuti katanya aktif maksud min login dana,1.0,0.0,0.0,0.0,0.0
aplikasi berat kurang responsive lambat beda banget memakai ovo gopay link enteng banget cepat untuk fitur lumayan kumplit nyaman menggunakan app berat banget loading,0.0,0.0,0.0,0.0,1.0
dana tarik dana aplikasi dihubungkann bilang data salah betul sesuai ktp ulang kembali upload foto kakak gak terkirim jaringan bagus aplikasi diperbaiki terus uninstal aplikasi,0.0,0.0,1.0,0.0,0.0
mengesalkan scan qris pakai acara sistem sibuk loading lebaran haji tahun selesai selesai loadingnya diperbaiki transaksi cobaannya bagus down bad,0.0,1.0,0.0,0.0,0.0
atasi permasalahan tf dana bni status menunggu tanggapan lanjut pihak dana email jumlahnya cukup butuh diatasi,0.0,0.0,0.0,1.0,0.0
admin top up batasi waktu kebutuhan mendadak malam jadi selesaikan lewat jam malam top up batasi jam top up turunkan bintang jam top up perpanjang naikan bintang terimakasih,0.0,1.0,0.0,0.0,0.0
tanggal agustus aplikasi dana digunakan akun premium memiliki saldo transfer rekening bank transfer dana top up pulsa kali hubungi cutomer service mengirim email help dana hasil bodoh kelengkapan data diminta dikirim hasilnya bodoh duit nyangkut aplikasi dana,0.0,1.0,1.0,1.0,0.0
suka dana digunakan play store login akun muncul tulisan menghubungi customer service menyebabkan login,1.0,0.0,1.0,0.0,0.0
kirim uang menit langsung sukses lewat jam setatus menunggu hubungi cs email whatsapp seblumnya menunggu jam pas hubungi jam gila awal nyaman menggunkan dana benar kecewa rubah retingnya masalah sayang atasi secepatnya,0.0,1.0,0.0,1.0,0.0
recomended tidak bisa login input pin muncul menghubungi customer service hubungi responnya aplikasi payah,1.0,0.0,0.0,0.0,0.0
kecewa layanan dana cs hubungi via telepon sibuk melayani pelanggan via whatsapp dialihkan email email jawaban menunggu tolonglah benahi sistem layanan pelanggan,0.0,0.0,0.0,1.0,0.0
download aplikasi soalnya uang dana tidak punya pekerjaan dananya gak premium scan qris gak saldoku dana danaku prem scan qris gak pokoknya download error bakal disuruh chat cs dana sia sia gak bakal respon saran lebih baik pakai wallet dana terimakasih,0.0,1.0,1.0,1.0,0.0
dana mengecewakan lupa pin diganti menggukan customer servis hadeh bantuannya soalnya sisa saldoku didana transaksi apapun,1.0,1.0,0.0,0.0,0.0
transfer rek bni uang pending tim resolusi mempunyai solusi lihat ternyata kesini review give bad rating app dana untuk harapkan semepet transfer uang baik pakai atm lewat dana terjadi pending tidak bisa solusi disuruh tunggu berhari alasan masuk akal,0.0,1.0,0.0,0.0,0.0
sistem diperbaiki teman top up kali saldonya masuk terus tarik saldo alfamajuga transfer rekening teman langsung masuk dibenerin,0.0,1.0,0.0,0.0,0.0
loading masuk aplikasi lambat suka keluar mengulang aplikasi awal masuk penghargaan dana bisnis lambat loadingnya menggunakan wifi data seluler tetap menunjukkan bermasalah aplikasinya jaringan pengguna,0.0,0.0,0.0,0.0,1.0
mencoba isi saldo masuk transaksi kirim uang keluar upgred preimum susah gagal bermasalah aplikasi dana ribet menyesal isi saldo pakai lebih baik pakai dompe digital aplikasi ribet,0.0,1.0,0.0,0.0,0.0
parah majin berat lag terus crash force close perbaiki cepat transaksi lagbikin sabar bikin salah input melulu jdnya hape kucoba update terakhir masalah handphone masalah jaringan aplikasi mu ngadat asam,0.0,1.0,0.0,0.0,1.0
uang satu minggu kabar maaf spam butuh uang tipu mikir mikir mbak mas keadaan serba susah terpikirkan tipu orang berkah mas mbak hubungi cs penanganan katanya seminggu mbak mas terhormat kembalikan uang terimakasih,0.0,1.0,0.0,1.0,0.0
mendapatkan pengalaman buruk menggunakan aplikasi kemarin isi saldo terus top up kali besoknya top up akses pembayaran ditolak bayangkan topup rp akses ditolak katanya melebihi batas maksimal pembelian pasang akun lengkap dana premium bawah tahun perbaiki mengganggu,0.0,1.0,1.0,0.0,0.0
cs dana login akun nomorny benar kata sandi udah benar ubah terus masukkan tetap muncul menghubungi customer service maksud tahu,1.0,0.0,1.0,1.0,0.0
dana dibuka login terus verifikasi habis balik balikin dana dibuka kembali terima,1.0,0.0,1.0,0.0,0.0
kak akun dana dibekukan secara tiba-tiba bilangnya melakukan penipuan menerima transferan saldonya full limit juta kak butuh kirim keluarga masa tanggung jawabnya banget kakak ya allah akun dibuka dibekukan merasa tipu orang kak masalahnya bantuannya kak semoga akun segara dipakai,0.0,0.0,1.0,0.0,0.0
diperbaiki sistemnyaa ya pas paketan habis terus jadi susah masuk kali unistall download tidak bisa login uang dana bayar listrik perbaikannyaa,1.0,1.0,0.0,0.0,0.0
menjadi seseorang alamu alaikum wr wb selamat sore kak maaf atas nama michelle tasya greschella kaha kali memakai dana ktp tidak bisa upgrade informasi ktp pakai data dihapus soalnya transfer uang dana tarik upgrade tidak bisa data salah gunakan,0.0,1.0,1.0,0.0,0.0
senang pakai dana masalah akun dana dibekukan seharus system untuk veryfikasi jadi kontak costumer service pelayana costumer service lambat pihak dana melihat kelemahan memperbaiki pelayanan costumer service kapok pakai dana,0.0,0.0,1.0,0.0,1.0
download aplikasi kecewa menghapus akun dana bank besar baca dan lain-lain tutup rekening serakah menyusahkan bos nomer handphone penting akun dana,0.0,0.0,1.0,0.0,0.0
halo pinjem neror whatsapp bari masuk nomor kenal bilang pinjaman dibayar terus diancem keluarga diancam pekerjaan maksutnya,0.0,0.0,0.0,1.0,0.0
kecewa banget aplikasi dana bisanya lolos uang juta ambil orang aneknya notifikasi masuk handphone email lolos uang ambil chat whatsapp katanya antrian penuh email banget responnya kapo pakai dana,0.0,1.0,0.0,1.0,0.0
transfer rekening bank saldo pending jam saldo kembali kali kecewa pelayanan dana dikontak via email via whatsapp pelayanan buruk,0.0,1.0,0.0,1.0,0.0
halo development diproses dana pengisian kuota kembalikan detail transaksinya id dana id transaksi waktu transaksi agu nominal transaksi rp,0.0,1.0,0.0,0.0,0.0
aplikasi lambat eror udah kirim uang ewallet contoh kirim ovo tambah parah habis ujan transaksi malu pas transaksi kali parah,0.0,1.0,0.0,0.0,1.0
aplikasi tidak bisa gunaiin pas akun lancar jaya pas udah bikin akun gak nekan tombol langsung keluar aplikasi gimana gunain keluar terus,0.0,0.0,1.0,0.0,0.0
proses keluhan saldo dipotong gak masuk tujuannya cs gak menyambung diajak bicara meminta bukti dikasih balasanyya lengkapi cs buta gak baca,0.0,1.0,0.0,1.0,0.0
kecewa uang dana maundi tranfer rekening bank usahakan seharian transfer terus update dana masuk dana recommended punya kebutuhan urgent,0.0,1.0,0.0,0.0,0.0
naikan bintang jadi dana ribu tlh refund saran transaksi proses refund percepat hitungan menit berhari pelanggan dana kecewa terima kasih,0.0,1.0,0.0,0.0,0.0
punya akun dana nomor tsel isat pindah akun akun lancar pas pindah akunnya diblokir jadi ribet terpaksa uninstal buang aplikasinya coba pindah aplikasi sebelah pakai akun handphone,0.0,0.0,1.0,0.0,0.0
kalo bintang minus pengin banget parah loh uang nyangkut tanggal status menunggu lapor kmna jawabannya dana kalo amanah kembalikan uang nyangkut ribu berharga,0.0,1.0,0.0,0.0,0.0
tidak ada respon cs dana kerja susah dibikin tambah susah gara tf status menunggu tanggal tidak ada respon tidak ada penanganan dimarah ibu kos gra transfer masuk plislah cari uang kayak,0.0,1.0,0.0,1.0,0.0
halo cs dana nasib uang menunggu sumpah aplikasi terburuk deh pakai aplikasi merugikan mengecewakan lebih baik pakai bank tf ribet hadduh selamat anjlok deh rating,0.0,1.0,0.0,1.0,0.0
update kemerin akhir juli meminta update login loading kecewa isi ulang dana hilang perak berarti top up bayar pas kurang hilang perak jelaskan untung data kurang kah mengambil perperak,1.0,1.0,0.0,0.0,0.0
maaf download apl dana login nggak masukan no handphone tulisan layanan sibuk kemarin kayak terus dana perbaiki,1.0,0.0,0.0,0.0,0.0
dana nomernya tidak bisa dihubungi habis update aplikasi tidak bisa ngapa sedang apa ditelpon call centernya tidak bisa katanya jam chat whatsapp gbisa jelasin,0.0,0.0,0.0,1.0,0.0
tahun menunggu pergantian nomor kesalahan nomor ditulis berbeda permintaan nomor terdaftar akun dana care ganti cutomer service,0.0,0.0,1.0,0.0,0.0
maaf pihak dana kemarin beli nomor kosong telegram harga nomor jadi harganya jelas jelas kirim penjual penjual bilang saldo kekirim nge record saldo dana tidak ada bertambah rugi saldo dana kali rugi banget tidak apa-apa sejauh udah bagus terima,0.0,1.0,0.0,0.0,0.0
bintang soalnya daftar dana premium masa ditolak terus allah dimana letak salah ku poto persyaratan tetap gak gak mengerti admin diperbaiki,0.0,0.0,1.0,0.0,0.0
orang daftar orang daftar insal aplikasi langsung masukan nomor telepon terus nanyain pin pinnya daftar salah terus tombol daftarnya,1.0,0.0,0.0,0.0,0.0
update banget problemnya bianya kirim saldo dana sebentar pending cerita udah complain lewat email menunggu balasan menunggu dibalas rating perbaikan,0.0,1.0,0.0,1.0,0.0
maaf ulasan ubah bug delay lambat parah biat verifikasi lambat meminta ampun bilang suruh cek paket internet download gb hitungan menit memakai ovo uang dan lain-lain lancar cepat harap diperbaiki terima kasih,0.0,1.0,1.0,0.0,1.0
aplikasi pencuri penipu lebih baik pakai aplikasi uang hilang gara gara login ajuin email respon penipu pencuri,1.0,1.0,0.0,1.0,0.0
upgrade dana premium vertifikasi ktp fotonya ngeblur terus kamera handphone aman bagus upload data pendukung terus,0.0,0.0,1.0,0.0,0.0
dana ribet loginnya tambahkan login via email biarnya merasa sulit bayangkan saldo terus tiba kartu rusak hilang loginnya coba login via email tetap login mengganti nomor hilang nomor pihak dana mempertimbangkannya terima,1.0,1.0,0.0,1.0,0.0
kecewa banget dana complain whatsapp penuh antrian complain email diperhatikan memberikan solusi telepon operator berbelit samapi fulsa habis pelayanan dana,0.0,0.0,0.0,1.0,0.0
mengecewakan top up mobile banking uang berkurang saldo dana bertambah menunggu investigasi alasannya diterima sisi dana virtual account sudahpun dilampirkan bukti transfer tetap memproses isi ulang top saldo dana mengecewakan profesional itikad sebaiknya gunanya hubungi costumer service solusi pengembalian uninstall,0.0,1.0,0.0,0.0,0.0
pengguna dana persulit login kembali haduuh marin masuk timbul hubungi jadi malas pakai dana biarkan saldo angus bintang apl,1.0,1.0,0.0,0.0,0.0
bapak ibu terpotong uang ribu tekan pop up keamanan maksimal konfirmasi berbayar kembalikan uang jadi pakai keamanan maksimalnya gimana cara cancelnya mengecewakan soalnya pemberitahuan biaya,0.0,1.0,0.0,0.0,0.0
menggunakan aplikasi saldo pembelian tolak alasan amanan email telepon diperbaiki pengguna kecewa,0.0,1.0,0.0,1.0,0.0
aplikasi mitra penipu hati aplikasi kredit mas tukang curi data pengajuan ditolak tagihan atas nama diteror baik whatsapp sms pengandaian menyebarluaskan berita berhutang pihak keluarga untuk pihak aplikasi jam meneror sebutkan atas masalah lanjutkan pihak berwajib atas pencurian data penyalahgunaan data pencemaran nama baik,0.0,0.0,0.0,1.0,0.0
gimana waktu punya aplikasi dana udah pengajuan premium mengambil uang masukkan aplikasi dana waktu unistal instal memasukan no telepon memasukan pin keluat tra jadi masuk beranda dananya kali kayak bntuu,1.0,1.0,1.0,0.0,0.0
sumpah tidak bisa masuk masuk kode otp gak masuk masuk download aplikasi gak menyesal katanya jaringan bermasalah orang kuota perlu perbaikan bicara bodoh,1.0,0.0,0.0,0.0,0.0
beli pulsa aman aman khawatir soalnya tertipu kali temenku mengalami perbaiki terus saldo nyangkut dana bisnis cukup ditarik dua tidak bisa tarik ditarik kurangi bintang,0.0,1.0,0.0,0.0,0.0
costumer service payah lambat banget pelayananya uang kepotong hitungan detik responnya hitungan detik orderan berikan alasan memuaskan,0.0,1.0,0.0,0.0,1.0
halo dana nyaman pakai app dana loh appnya diperbaiki dana lambat banget transaksi susah ganti aplikasi sayang banget jadi dana diperbaiki aplikasinya,0.0,1.0,0.0,0.0,1.0
orang pengurus whatsapp arah gmail gamil balas telepon arah whatsapp jelas lempar tetap jelas sibuk jangn lempar,0.0,0.0,0.0,1.0,0.0
woi dana memperbaiki aplikasi dana pas masuk dana keluar pas masuk keluar keluar keluar jadi kesal handphone versi lolipop handphone versi handphone bagus doang jadi susah lihat sisa saldo doang,0.0,1.0,0.0,0.0,0.0
mengecewakan top up bank berjalan bulan penghasilan tarik untuk berobat status berhasil ambil atm masuk masuk mengadu jawaban menyambung balikin uang habis stop pakai aplikasi maling,0.0,1.0,0.0,0.0,0.0
dana memberikan potongan transaksi masuk saldo dikirim diatas rp masuknya utuh katanya transfer gratis masuknya kepotong wd snack video rp masuknya rp wd rp masuknya rp komplain dana care direspon perbaiki kualitas meminta bayaran aplikasi force close load data berat eror meminta pajak buruk,0.0,1.0,0.0,0.0,0.0
melakukan transfer dana rekening bank lancar galama kali transaksinya berstatus menunggu orang enggak tau kepentingan berlangsung coba menghubungi cs dana via whatsapp mail telepon youknowlah tahu jawabanya memuaskan respon lambat memberi solusi kecewa aplikasi dana naikan bintang dihari ketiga transaksi berhasil,0.0,1.0,0.0,1.0,1.0
pak bu udah komplain cs help akun gagal login udah kirim foto ktp video selfie kedip mata kali akun login,1.0,0.0,1.0,1.0,0.0
aplikasi bagus terutama top up menggunakan dana bilang bagus lihat bawah,0.0,1.0,0.0,0.0,0.0
aplikasi edeot kartu telpon ku diblokir pakai kartu pas tf via bank daftar premium giliran daftar gak pakai ktp eh tblokir dicek gak bodoh download diblokir,0.0,0.0,1.0,1.0,0.0
hoi admin susah banget upgrade akun dana premium berhari upgrade keluar menu butuh kepastian akun dana butuh transaksi akun dana berpungsi kecewa,0.0,1.0,1.0,0.0,0.0
serba simpel fikturnya aman nyaman cocok anak jaman now yuk daftar gunakan referal cls ql diverifikasih cepat mendapatkan bonus dana semoga sukses selalunya is the best aplikasi dana,0.0,0.0,0.0,0.0,1.0
transfer uang akun dana rekening bank uang masuk rekening notif dana uang transfer pas cek masuk pihak dana jawaban memuaskan tahu tunggu itikad sebaiknya terima,0.0,1.0,1.0,0.0,0.0
bermanfaat banget permudah urusan pokok top moga kedepan baik terutama transfer uang rek bank langsung masuk jumlahnya besar atas juta pending penerima transfer marah top,0.0,1.0,0.0,0.0,0.0
macet terus dana mesti nge lag menunggu banner promosi jadi ribet kirim dana menunggu nge lag coba ganti handphone tetap benerin dana tidak usah pakai iklan promosi banner iklan promosi jya taruh bagian bawah nge lag macet kecewa banget,0.0,0.0,0.0,0.0,1.0
kecewa pelayanan cs dana masalah menghubungi cs jawaban cs antrian layanan penuh berhari respon baik beri estimasi jam,0.0,0.0,0.0,1.0,0.0
aplikasi mobile merespon force close melakukan hapus data uninstal instal kembali tetap bermasalah awal mula kejadian mulai pembaruan bulan kemarin bulan bulan baik baik diperbaik transaksi bisnis berjalan lancar kembali,0.0,1.0,0.0,0.0,0.0
susah untuk pengajuan dana premium lebih baik tolak data sesuai tetap salah gak dikirim aplikasi sampah benerin aplikasi untuk verifikasi data,0.0,0.0,1.0,0.0,0.0
transfer virtual account pakai biaya admin mah lebih baik lewat aplikasi mobile banking ribet isi saldo dana maaf aplikasi berguna suka biaya admin,0.0,1.0,0.0,0.0,0.0
terimakasih untuk aplikasi membantu pembayaran kebutuhan kekurangan untuk wilayah pemalang jawa tengah untuk pembayaran pdam air tersedia usul untuk menyediakan pembayaran pdam air untuk wilayah pemalang jawa tengah terima,0.0,1.0,0.0,0.0,0.0
transf dana potongan ya transf rp dipotong menjadi rp meminta penjelasan customer care jam jawaban tunda transfer dana penjelasan pihak dana,0.0,1.0,0.0,0.0,0.0
maaf lapor akun dana ganti nomor nomor dana udah mati ganti nomor ribet banget susah kembali akun disitu saldo dikit uang,0.0,1.0,1.0,0.0,0.0
app pertama pakai dana pham benar isi saldo dana pas cek saldo ambil merchan mlakukan transaksi menyesal tahu mah,0.0,1.0,0.0,0.0,0.0
kecewa pakai dokumen tetap masuk photo ktp buram photo sim jelas buku nikah jelas tetap sulit untuk verifikasi wajah kartu keluarga jelas data nomor sim ponsel tetap fremium,0.0,0.0,1.0,0.0,0.0
tidak bisa login udah hubungi cs dimatiin whatsapp antrian penuh email banget responnya butuh live chat gaji karyawan dana soalnya,1.0,0.0,0.0,1.0,0.0
mengajukan pergantian nomor handphone nomor handphone hilang tanggal agustus jiga selesai akun dana saldonya ratusan ribu digunakan untuk top up listrik pulsa keperluan diselesaikan admin,0.0,1.0,1.0,0.0,0.0
yang terhormat pihak costumer dana mengajukan masalah mengenai lupa pin sesi pertanyaan jawabannya mengisi tertulis syarat berikan untuk mengganti pinny mas mbak email kali mengirimkan tanggapan tindak lanjuti cara benar untuk mengambil alih akun kali mengajukan pertanyaan,1.0,0.0,1.0,1.0,0.0
hai admin dana keluhan dana nggak coba kali bulan nggak caranya aplikasi dana nggak masuk percaya untuk memakai aplikasi dana masuk uang dana dana aplikasi dana dipercayakan,0.0,1.0,0.0,0.0,0.0
payah dana upgrade prem ktp ktp buram fotonya jadi upgrade tanya solusi cs balas autobot menunggu orang asli jawab jawab jawab menunggu eh jawab,0.0,0.0,1.0,1.0,0.0
jelek lebih baik dana ribet top up gampang kirim gampang lambat banget top up langsung masuk keluar menunggu perbaiki,0.0,1.0,0.0,0.0,1.0
nnya dana disuruh verifikasi foto selfie ktp sdngkan kamera rusak aplikasi dana handphone orang tahu dijawab trimakasih nb rattingnya naikin udah jawab,0.0,0.0,1.0,0.0,0.0
maaf bintang dana makinn lambat masa transfer menunggu jam tulisan kirim klik terus mesti hapus donload butuh waktu,0.0,1.0,0.0,0.0,1.0
permasalahan diselesaikan ternyata dana masuk rekening tujuan kesalaahanya pihak dana pihak bank mencetak buku tabungan dimaafkan merepotkan cs saran untuk cs waktu dibutuhkan cepat menyelsesaikan permasalahan,0.0,0.0,0.0,1.0,1.0
